rank,token,training_add_cases,training_add_rate,development_observed_add_cases,marginal_predicted_cases,marginal_correct_cases,retrieval_predicted_cases,retrieval_correct_cases
,divemaster,0,0.000000,1,0,0,0,0
,dnce,0,0.000000,1,0,0,0,0
,doesnt,0,0.000000,2,0,0,0,0
,donw,0,0.000000,1,0,0,0,0
,draw,0,0.000000,1,0,0,0,0
,drawn,0,0.000000,1,0,0,0,0
,dreaming,0,0.000000,1,0,0,0,0
,editing,0,0.000000,1,0,0,0,0
,eldest,0,0.000000,1,0,0,0,0
,empty,0,0.000000,1,0,0,0,0
,enemy,0,0.000000,1,0,0,0,0
,entertainment,0,0.000000,1,0,0,0,0
,environmentalist,0,0.000000,1,0,0,0,0
,environmentally,0,0.000000,1,0,0,0,0
,equitable,0,0.000000,1,0,0,0,0
,error,0,0.000000,1,0,0,0,0
,everywhere,0,0.000000,2,0,0,0,0
,example,0,0.000000,1,0,0,0,0
,exciting,0,0.000000,2,0,0,0,0
,exercises,0,0.000000,1,0,0,0,0
,expensive,0,0.000000,1,0,0,0,0
,expert,0,0.000000,1,0,0,0,0
,face,0,0.000000,1,0,0,0,0
,facts,0,0.000000,1,0,0,0,0
,fat,0,0.000000,1,0,0,0,0
,favor,0,0.000000,1,0,0,0,0
,feed,0,0.000000,1,0,0,0,0
,feeling,0,0.000000,1,0,0,0,0
,fidgety,0,0.000000,1,0,0,0,0
,fights,0,0.000000,1,0,0,0,0
,final,0,0.000000,1,0,0,0,0
,finishing,0,0.000000,1,0,0,0,0
,fisherwoman,0,0.000000,1,0,0,0,0
,five,0,0.000000,1,0,0,2,0
,fixing,0,0.000000,1,0,0,0,0
,flexibility,0,0.000000,1,0,0,0,0
,florence,0,0.000000,1,0,0,0,0
,flowers,0,0.000000,2,0,0,0,0
,focal,0,0.000000,1,0,0,0,0
,focusing,0,0.000000,1,0,0,0,0
,followed,0,0.000000,1,0,0,0,0
,fond,0,0.000000,1,0,0,0,0
,foremost,0,0.000000,1,0,0,0,0
,forest,0,0.000000,1,0,0,0,0
,formal,0,0.000000,0,0,0,2,0
,forms,0,0.000000,1,0,0,0,0
,freelancer,0,0.000000,1,0,0,0,0
,friendships,0,0.000000,1,0,0,0,0
,fulfilling,0,0.000000,1,0,0,0,0
,fully,0,0.000000,1,0,0,0,0
,garbage,0,0.000000,1,0,0,0,0
,garden,0,0.000000,2,0,0,0,0
,gathering,0,0.000000,1,0,0,0,0
,gender,0,0.000000,1,0,0,0,0
,genealogist,0,0.000000,2,0,0,0,0
,genealogy,0,0.000000,1,0,0,0,0
,global,0,0.000000,1,0,0,0,0
,goals,0,0.000000,1,0,0,0,0
,goes,0,0.000000,2,0,0,0,0
,gone,0,0.000000,2,0,0,0,0
,gossiper,0,0.000000,1,0,0,0,0
,gourmet,0,0.000000,1,0,0,0,0
,granddaughter,0,0.000000,1,0,0,0,0
,grieving,0,0.000000,1,0,0,0,0
,groups,0,0.000000,1,0,0,0,0
,guitar,0,0.000000,1,0,0,0,0
,handle,0,0.000000,1,0,0,0,0
,handy,0,0.000000,1,0,0,0,0
,hangout,0,0.000000,1,0,0,0,0
,haven't,0,0.000000,1,0,0,0,0
,he's,0,0.000000,1,0,0,0,0
,heavy,0,0.000000,1,0,0,0,0
,hernia,0,0.000000,1,0,0,0,0
,higfh,0,0.000000,1,0,0,0,0
,higger,0,0.000000,1,0,0,0,0
,highschool,0,0.000000,1,0,0,0,0
,hike,0,0.000000,1,0,0,0,0
,hillbillies,0,0.000000,1,0,0,0,0
,hockey,0,0.000000,0,0,0,2,0
,homeowner,0,0.000000,1,0,0,0,0
,homesick,0,0.000000,1,0,0,0,0
,homesteader,0,0.000000,1,0,0,0,0
,hoping,0,0.000000,1,0,0,0,0
,hotdog,0,0.000000,1,0,0,0,0
,hours,0,0.000000,1,0,0,0,0
,hp,0,0.000000,1,0,0,0,0
,humane,0,0.000000,1,0,0,0,0
,hunt,0,0.000000,1,0,0,0,0
,ideal,0,0.000000,1,0,0,0,0
,inclusive,0,0.000000,1,0,0,0,0
,income,0,0.000000,1,0,0,0,0
,indiana,0,0.000000,1,0,0,0,0
,inequality,0,0.000000,1,0,0,0,0
,information,0,0.000000,1,0,0,0,0
,insecure,0,0.000000,1,0,0,0,0
,inside,0,0.000000,1,0,0,0,0
,inspirational,0,0.000000,1,0,0,0,0
,interacting,0,0.000000,1,0,0,0,0
,international,0,0.000000,1,0,0,0,0
,internet,0,0.000000,1,0,0,0,0
,intrigued,0,0.000000,1,0,0,0,0
,invisible,0,0.000000,1,0,0,0,0
,involved,0,0.000000,1,0,0,0,0
,irreligious,0,0.000000,1,0,0,0,0
,isnt,0,0.000000,1,0,0,0,0
,italy,0,0.000000,1,0,0,0,0
,jedi,0,0.000000,1,0,0,0,0
,jigsaw,0,0.000000,1,0,0,0,0
,journals,0,0.000000,1,0,0,0,0
,karge,0,0.000000,1,0,0,0,0
,keeps,0,0.000000,2,0,0,0,0
,killed,0,0.000000,1,0,0,0,0
,knee,0,0.000000,1,0,0,0,0
,knives,0,0.000000,1,0,0,0,0
,knowing,0,0.000000,1,0,0,0,0
,largely,0,0.000000,1,0,0,0,0
,latino,0,0.000000,1,0,0,0,0
,lawn,0,0.000000,1,0,0,0,0
,lawyer,0,0.000000,0,0,0,2,0
,leaving,0,0.000000,1,0,0,0,0
,legacy,0,0.000000,1,0,0,0,0
,liars,0,0.000000,1,0,0,0,0
,lingual,0,0.000000,1,0,0,0,0
,literate,0,0.000000,1,0,0,0,0
,lives,0,0.000000,4,0,0,0,0
,livestream,0,0.000000,1,0,0,0,0
,longboard,0,0.000000,1,0,0,0,0
,losing,0,0.000000,1,0,0,0,0
,lovecraft,0,0.000000,1,0,0,0,0
,lunch,0,0.000000,1,0,0,0,0
,magic,0,0.000000,1,0,0,0,0
,magnets,0,0.000000,1,0,0,0,0
,malaise,0,0.000000,1,0,0,0,0
,mama,0,0.000000,1,0,0,0,0
,manage,0,0.000000,1,0,0,0,0
,marijuana,0,0.000000,1,0,0,0,0
,marketer,0,0.000000,1,0,0,0,0
,marksman,0,0.000000,1,0,0,0,0
,mate,0,0.000000,1,0,0,0,0
,matters,0,0.000000,1,0,0,0,0
,meaning,0,0.000000,1,0,0,0,0
,meat,0,0.000000,1,0,0,0,0
,mechanic,0,0.000000,1,0,0,0,0
,media,0,0.000000,1,0,0,0,0
,meet,0,0.000000,1,0,0,0,0
,memes,0,0.000000,1,0,0,0,0
,meta,0,0.000000,1,0,0,0,0
,meticulous,0,0.000000,1,0,0,0,0
,metro,0,0.000000,1,0,0,0,0
,midwestern,0,0.000000,1,0,0,0,0
,midwesterner,0,0.000000,1,0,0,1,0
,mine,0,0.000000,1,0,0,0,0
,month,0,0.000000,1,0,0,0,0
,motorbike,0,0.000000,1,0,0,0,0
,motorsports,0,0.000000,1,0,0,0,0
,naive,0,0.000000,1,0,0,0,0
,naturalized,0,0.000000,1,0,0,0,0
,neat,0,0.000000,1,0,0,0,0
,nerdy,0,0.000000,1,0,0,0,0
,newborns,0,0.000000,1,0,0,0,0
,non,0,0.000000,2,0,0,0,0
,note,0,0.000000,1,0,0,0,0
,november,0,0.000000,1,0,0,0,0
,observant,0,0.000000,1,0,0,0,0
,observer,0,0.000000,1,0,0,0,0
,ocd,0,0.000000,1,0,0,0,0
,omnivore,0,0.000000,1,0,0,0,0
,online,0,0.000000,2,0,0,0,0
,orderly,0,0.000000,1,0,0,0,0
,organize,0,0.000000,1,0,0,0,0
,original,0,0.000000,1,0,0,0,0
,overcome,0,0.000000,1,0,0,0,0
,paid,0,0.000000,1,0,0,0,0
,paint,0,0.000000,1,0,0,0,0
,painted,0,0.000000,1,0,0,0,0
,paleo,0,0.000000,1,0,0,0,0
,pandemic,0,0.000000,0,0,0,1,0
,parody,0,0.000000,1,0,0,0,0
,particularly,0,0.000000,1,0,0,0,0
,passions,0,0.000000,1,0,0,0,0
,patterns,0,0.000000,1,0,0,0,0
,pc,0,0.000000,1,0,0,0,0
,performance,0,0.000000,1,0,0,0,0
,phone,0,0.000000,3,0,0,0,0
,physical,0,0.000000,1,0,0,0,0
,picky,0,0.000000,1,0,0,0,0
,plan,0,0.000000,1,0,0,0,0
,planning,0,0.000000,1,0,0,0,0
,plant,0,0.000000,1,0,0,0,0
,point,0,0.000000,1,0,0,0,0
,possessions,0,0.000000,1,0,0,0,0
,prefers,0,0.000000,1,0,0,0,0
,pretty,0,0.000000,1,0,0,0,0
,prey,0,0.000000,1,0,0,0,0
,price,0,0.000000,1,0,0,0,0
,production,0,0.000000,1,0,0,0,0
,progressive,0,0.000000,1,0,0,0,0
,protest,0,0.000000,1,0,0,0,0
,provided,0,0.000000,1,0,0,0,0
,purchased,0,0.000000,1,0,0,0,0
,puzzle,0,0.000000,1,0,0,0,0
,quilter,0,0.000000,1,0,0,0,0
,radios,0,0.000000,1,0,0,0,0
,rain,0,0.000000,1,0,0,0,0
,rated,0,0.000000,1,0,0,0,0
,reaching,0,0.000000,1,0,0,0,0
,realtor,0,0.000000,0,0,0,2,0
,receive,0,0.000000,1,0,0,0,0
,recognizing,0,0.000000,1,0,0,0,0
,reduce,0,0.000000,1,0,0,0,0
,refreshed,0,0.000000,1,0,0,0,0
,regular,0,0.000000,1,0,0,0,0
,rehab,0,0.000000,1,0,0,0,0
,rehabilitation,0,0.000000,1,0,0,0,0
,relate,0,0.000000,1,0,0,0,0
,relaxed,0,0.000000,2,0,0,0,0
,remaining,0,0.000000,1,0,0,0,0
,reminisce,0,0.000000,1,0,0,0,0
,reruns,0,0.000000,1,0,0,0,0
,researching,0,0.000000,1,0,0,0,0
,resister,0,0.000000,1,0,0,0,0
,resists,0,0.000000,1,0,0,0,0
,rest,0,0.000000,1,0,0,0,0
,restaurant,0,0.000000,1,0,0,0,0
,retail,0,0.000000,1,0,0,1,0
,rides,0,0.000000,1,0,0,0,0
,ridge,0,0.000000,1,0,0,0,0
,ringing,0,0.000000,1,0,0,0,0
,romance,0,0.000000,1,0,0,0,0
,sacrifices,0,0.000000,1,0,0,0,0
,satisfying,0,0.000000,1,0,0,0,0
,savings,0,0.000000,1,0,0,0,0
,scared,0,0.000000,1,0,0,0,0
,scholarship,0,0.000000,1,0,0,0,0
,scientific,0,0.000000,1,0,0,0,0
,scifi,0,0.000000,1,0,0,0,0
,screaming,0,0.000000,1,0,0,0,0
,seafood,0,0.000000,1,0,0,0,0
,seasoned,0,0.000000,1,0,0,0,0
,seasons,0,0.000000,1,0,0,0,0
,seeking,0,0.000000,1,0,0,0,0
,seeks,0,0.000000,0,0,0,1,0
,seen,0,0.000000,1,0,0,0,0
,seventies,0,0.000000,1,0,0,0,0
,shaped,0,0.000000,1,0,0,0,0
,sharks,0,0.000000,1,0,0,0,0
,shift,0,0.000000,1,0,0,0,0
,shop,0,0.000000,1,0,0,0,0
,showed,0,0.000000,1,0,0,0,0
,shutdown,0,0.000000,1,0,0,0,0
,side,0,0.000000,1,0,0,0,0
,silenced,0,0.000000,1,0,0,0,0
,simplify,0,0.000000,1,0,0,0,0
,singer,0,0.000000,1,0,0,0,0
,singing,0,0.000000,1,0,0,0,0
,sited,0,0.000000,1,0,0,0,0
,size,0,0.000000,1,0,0,0,0
,skeptical,0,0.000000,1,0,0,0,0
,sleepy,0,0.000000,1,0,0,0,0
,sm,0,0.000000,1,0,0,0,0
,smooth,0,0.000000,1,0,0,0,0
,song,0,0.000000,0,0,0,1,0
,songwriter,0,0.000000,1,0,0,0,0
,sons,0,0.000000,1,0,0,0,0
,sounds,0,0.000000,1,0,0,0,0
,spacial,0,0.000000,1,0,0,0,0
,spare,0,0.000000,1,0,0,0,0
,speck,0,0.000000,1,0,0,0,0
,speending,0,0.000000,1,0,0,0,0
,spirit,0,0.000000,1,0,0,0,0
,spouse,0,0.000000,0,0,0,1,0
,spur,0,0.000000,1,0,0,0,0
,start,0,0.000000,1,0,0,0,0
,status,0,0.000000,1,0,0,0,0
,stepping,0,0.000000,1,0,0,0,0
,stomach,0,0.000000,1,0,0,0,0
,stop,0,0.000000,1,0,0,0,0
,stories,0,0.000000,2,0,0,0,0
,storyteller,0,0.000000,1,0,0,0,0
,stranger,0,0.000000,1,0,0,0,0
,strategy,0,0.000000,1,0,0,0,0
,strays,0,0.000000,1,0,0,0,0
,strength,0,0.000000,1,0,0,0,0
,stroll,0,0.000000,1,0,0,0,0
,subtle,0,0.000000,1,0,0,0,0
,suburbs,0,0.000000,1,0,0,0,0
,sunshine,0,0.000000,1,0,0,0,0
,superstitious,0,0.000000,1,0,0,0,0
,surgeries,0,0.000000,1,0,0,0,0
,surgery,0,0.000000,1,0,0,0,0
,surveys,0,0.000000,1,0,0,0,0
,suspected,0,0.000000,1,0,0,0,0
,taste,0,0.000000,1,0,0,0,0
,techniques,0,0.000000,1,0,0,0,0
,technologically,0,0.000000,1,0,0,0,0
,temptation,0,0.000000,1,0,0,0,0
,therapy,0,0.000000,1,0,0,0,0
,thirsty,0,0.000000,1,0,0,0,0
,thorough,0,0.000000,1,0,0,0,0
,thoughful,0,0.000000,1,0,0,0,0
,thought,0,0.000000,1,0,0,0,0
,thrifter,0,0.000000,1,0,0,0,0
,thrill,0,0.000000,1,0,0,0,0
,tomatoes,0,0.000000,1,0,0,0,0
,traditionally,0,0.000000,1,0,0,0,0
,traditions,0,0.000000,1,0,0,0,0
,training,0,0.000000,1,0,0,0,0
,trains,0,0.000000,2,0,0,0,0
,transit,0,0.000000,1,0,0,0,0
,transition,0,0.000000,1,0,0,0,0
,traumas,0,0.000000,1,0,0,0,0
,tree,0,0.000000,1,0,0,0,0
,trial,0,0.000000,1,0,0,0,0
,troubled,0,0.000000,1,0,0,0,0
,turns,0,0.000000,1,0,0,0,0
,turtle,0,0.000000,1,0,0,0,0
,ugly,0,0.000000,1,0,0,0,0
,unconditionally,0,0.000000,1,0,0,0,0
,under,0,0.000000,1,0,0,0,0
,understands,0,0.000000,1,0,0,0,0
,undesirable,0,0.000000,1,0,0,0,0
,unfulfilled,0,0.000000,1,0,0,0,0
,unsure,0,0.000000,1,0,0,0,0
,upon,0,0.000000,1,0,0,0,0
,upper,0,0.000000,1,0,0,0,0
,urban,0,0.000000,1,0,0,0,0
,varities,0,0.000000,1,0,0,0,0
,vegan,0,0.000000,2,0,0,0,0
,violent,0,0.000000,1,0,0,0,0
,violinist,0,0.000000,0,0,0,1,0
,virtue,0,0.000000,1,0,0,0,0
,visiting,0,0.000000,1,0,0,0,0
,vividly,0,0.000000,1,0,0,0,0
,vote,0,0.000000,1,0,0,0,0
,wanders,0,0.000000,1,0,0,0,0
,warmed,0,0.000000,1,0,0,0,0
,weaponry,0,0.000000,1,0,0,0,0
,wear,0,0.000000,1,0,0,0,0
,wearer,0,0.000000,1,0,0,0,0
,weekly,0,0.000000,1,0,0,0,0
,weeks,0,0.000000,1,0,0,0,0
,whole,0,0.000000,1,0,0,0,0
,whti,0,0.000000,1,0,0,0,0
,willing,0,0.000000,1,0,0,0,0
,won't,0,0.000000,1,0,0,0,0
,worry,0,0.000000,1,0,0,0,0
,yell,0,0.000000,1,0,0,0,0
,youtube,0,0.000000,2,0,0,0,0
,youtuber,0,0.000000,1,0,0,0,0
,zone,0,0.000000,1,0,0,0,0
